TAC,Manufacturer,Model,HW-Type,OS,Year
35973200,Nokia,6600NHL-10 (DCT-4)     ,,,
35973300,Nokia,6630RM-1 (BB5)     ,,,
35973400,Nokia,6126RM-126 (BB5)     ,,,
35973500,Nokia,6131RM-115 (BB5)     ,,,
35973502,Sigmatel-FXD,T66,,,
35973600,Nokia,1112RH-93 (DCT-4)     ,,,
35973602,Novo,N1060,,,
35973702,Novo,N1070,,,
35973800,Nokia,N73-1RM-133 (BB5)     ,,,
35973900,Nokia,N73-5RM-132 (BB5)     ,,,
35973901,Sagem,my330VVodafone  526    ,,,
35974000,Nokia,6230iRM-72 (DCT-4)     ,,,
35974002,Huawei,E182E,,,
35974100,Nokia,6030RM-74 (DCT-4)     ,,,
35974101,Option,iCON225,,,
35974200,Nokia,E62-1RM-88 (BB5)     ,,,
35974202,Huawei,U9105,,,
35974300,Nokia,E62-1RM-88 (BB5)     ,,,
35974400,Nokia,6111RM-82 (DCT-4)     ,,,
35974500,Nokia,2310RM-189 (DCT-4+)     ,,,
35974503,Samsung,S5230G,,,
35974600,Nokia,2310RM-189 (DCT-4+)     ,,,
35974700,Nokia,6103RM-161 (DCT-4)     ,,,
35974702,HTC,TouchPro2    ,,,
35974800,Nokia,6020RM-30 (DCT-4)     ,,,
35974900,Nokia,6020RM-30 (DCT-4)     ,,,
35974901,Option,iCON031,,,
35975000,Nokia,6021RM-94 (DCT-4)     ,,,
35975001,Samsung,SGH-E900E908    ,,,
35975100,Nokia,6021RM-94 (DCT-4)     ,,,
35975200,Nokia,8801RM-33 (DCT-4)     ,,,
35975300,Nokia,6670RH-67 (DCT-4)     ,,,
35975400,Nokia,1108RH-75 (DCT-4)     ,,,
35975500,Nokia,11001108  RH-18 (DCT-4)    ,,,
35975600,Nokia,11001108  RH-18 (DCT-4)    ,,,
35975700,Nokia,7610RH-51    ,,,
35975701,Sony Ericsson,K800c Ericsson ,,,
35975702,Samsung,C6625,,,
35975800,Nokia,6060RH-73 (DCT-4)     ,,,
35975802,Samsung,SGH-A767,,,
35975900,Nokia,6020RM-30 (DCT-4)     ,,,
35975901,Huawei,E216,,,
35976000,Nokia,1110RH-70 (DCT-4)     ,,,
35976100,Nokia,1110RH-70 (DCT-4)     ,,,
35976101,Samsung,SGH-D900iD908i    ,,,
35976200,Nokia,6111RM-82 (DCT-4)     ,,,
35976300,Nokia,2300RM-4 (DCT-4)     ,,,
35976400,Nokia,6136RM-199 (BB5)     ,,,
35976402,JXD,Mobile,,,
35976500,Nokia,3100RH-19 (DCT-4)     ,,,
35976501,Samsung,SGH-i550w,,,
35976600,Nokia,1110RH-70 (DCT-4)     ,,,
35976700,Nokia,1110RH-70 (DCT-4)     ,,,
35976800,Nokia,1110RH-70 (DCT-4)     ,,,
35976802,Sanq,HT-400,,,
35976900,Nokia,1110RH-70 (DCT-4)     ,,,
35976902,SRT,SEW100,,,
35977000,Nokia,6131RM-115 (BB5)     ,,,
35977002,Sunpa,S200,,,
35977100,Nokia,2610RH-86 (DCT-4+)     ,,,
35977101,Samsung,SGH-C170,,,
35977102,Sunpa,S300,,,
35977200,Nokia,6020RM-30 (DCT-4)     ,,,
35977201,Samsung,SGH-C260,,,
35977300,Nokia,6111RM-82 (DCT-4)     ,,,
35977301,Samsung,SGH-C260,,,
35977400,Nokia,6111RM-82 (DCT-4)     ,,,
35977401,Samsung,SGH-C520,,,
35977500,Nokia,6230iRM-72 (DCT-4)     ,,,
35977501,Sony Ericsson,W810a Ericsson W810i ,,,
35977600,Sony Ericsson,Z530c Ericsson ,,,
35977601,Samsung,SGH-E250,,,
35977700,Alcatel,OT-S860,,,
35977701,Samsung,SGH-J600,,,
35977802,JWD,U826,,,
35977900,Samsung,SGH-X500,,,
35978002,Bossh,D112,,,
35978100,Samsung,SGH-Z400,,,
35978102,JXD,Mobile,,,
35978200,Samsung,SGH-X160X168    ,,,
35978202,JXD,Mobile,,,
35978300,Samsung,SGH-X160X168    ,,,
35978400,Samsung,SGH-X210,,,
35978600,Motorola,RAZRV3i    ,,,
35978801,Samsung,SGH-F250,,,
35978900,Skyzen,EZ600,,,
35979100,Sharp,GX17,,,
35979200,Danger,Hiptop,,,
35979400,Sharp,TelecommunicationsEurope GX17     ,,,
35979402,ZTE,F233,,,
35979500,T-Mobile,SIDEKICK,,,
35979600,Sharp,HipTop,,,
35979900,Sharp,SX633,,,
35979903,Samsung,S3100Croy    ,,,
35980000,T-Mobile,SIDEKICK,,,
35980100,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35980103,Samsung,E2121B,,,
35980200,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35980201,Nokia,3110cRM-237 (BB5)     ,,,
35980300,Motorola,ROKRE2 MQ4-4411J11     ,,,
35980301,Nokia,5200bRM-181 (BB5)     ,,,
35980400,Motorola,RAZRV3 MQ3-4411H11     ,,,
35980401,Nokia,3110cRM-237 (BB5)     ,,,
35980402,Samsung,SGH-E1120,,,
35980500,Motorola,MotofoneF3 MC3-41J11     ,,,
35980501,Nokia,3110cRM-237 (BB5)     ,,,
35980601,Nokia,1600RH-64 (DCT-4)     ,,,
35980700,Motorola,RAZRV3e V3ie V3i V3t MQ4-4411G12    ,,,
35980701,Nokia,6120c-1RM-243 (BB5)     ,,,
35980800,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35980801,Nokia,6120c-1RM-243 (BB5)     ,,,
35980900,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35980901,Nokia,6300RM-217 (BB5)     ,,,
35981000,Motorola,KRZRK1 MQ5-4411A11     ,,,
35981001,Nokia,6300RM-217 (BB5)     ,,,
35981100,Motorola,G24e,,,
35981101,Nokia,6300RM-217 (BB5)     ,,,
35981200,Motorola,V235V237 MQ4-4411E11     ,,,
35981201,Nokia,6300RM-217 (BB5)     ,,,
35981300,Motorola,RAZRV3 MQ3-4411H11     ,,,
35981301,Nokia,5310bXpressMusic RM-304 (BB5)    ,,,
35981400,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35981401,Nokia,7373RM-209 (BB5)     ,,,
35981500,Motorola,V195V195s V196 V197 MQ3-4411K11   ,,,
35981501,Nokia,5300RM-146 (BB5)     ,,,
35981600,Motorola,RAZRV3 MQ3-4411H11     ,,,
35981601,Nokia,5200RM-174 (BB5)     ,,,
35981700,Motorola,W220BC3-41B11    ,,,
35981701,Nokia,2760RM-258 (DCT-4)     ,,,
35981800,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35981801,Nokia,2760RM-258 (DCT-4)     ,,,
35981802,SigmÂ¡Ã¤tel,T33+,,,
35981900,Motorola,RAZRV3i V3t V3r MQ4-4411G11   ,,,
35981901,Nokia,1200RH-99 (DCT-4+)     ,,,
35981902,LG,KC910,,,
35982000,Motorola,RAZRV3 MQ3-4411H11     ,,,
35982001,Nokia,1200RH-99 (DCT-4+)     ,,,
35982002,LG,KF750,,,
35982100,Motorola,RAZRV3 MQ3-4411H11     ,,,
35982101,Nokia,1110iRH-93 (DCT-4)     ,,,
35982200,Motorola,PEBLU6 MQ4-4411C11     ,,,
35982201,Nokia,2630RM-298 (DCT-4+)     ,,,
35982300,Motorola,PEBLU6 MQ4-4411C11     ,,,
35982301,Nokia,6555BRM-289    ,,,
35982400,Motorola,PEBLU6 MQ4-4411C11     ,,,
35982401,Nokia,N72N72-5 RM-180 (BB5)    ,,,
35982500,Motorola,SLVRL7 MQ4-4411F11     ,,,
35982501,Nokia,6085RM-198 (BB5)     ,,,
35982503,LG,GR500f,,,
35982601,Nokia,2610RH-86 (DCT-4+)     ,,,
35982701,Nokia,5310bXpressMusic RM-304 (BB5)    ,,,
35982800,Alcatel,OneTouch E801     ,,,
35982801,Nokia,6080RM-166 (DCT-4)     ,,,
35982901,Nokia,3110cRM-237 (BB5)     ,,,
35982903,LG,GT405,,,
35983000,Alcatel,C62,,,
35983001,Nokia,3500cRM-272 (BB5)     ,,,
35983100,Alcatel,OneTouch E205     ,,,
35983101,Nokia,2310RM-189 (DCT-4+)     ,,,
35983201,Nokia,2310RM-189 (DCT-4+)     ,,,
35983301,Nokia,2310RM-189 (DCT-4+)     ,,,
35983401,Nokia,2310RM-189 (DCT-4+)     ,,,
35983500,OPTION,NV Globetrotter GT Max   ,,,
35983501,Nokia,6300RM-217 (BB5)     ,,,
35983601,Nokia,6131RM-115 (BB5)     ,,,
35983701,Nokia,1600RH-64 (DCT-4)     ,,,
35983801,Nokia,1600RH-64 (DCT-4)     ,,,
35983901,Nokia,5200bRM-181 (BB5)     ,,,
35983902,Sony Ericsson,W380a Ericsson ,,,
35984001,Nokia,5070bRM-167 (DCT-4)     ,,,
35984100,Nokia,3510NHM-8NX (DCT-4)     ,,,
35984101,Nokia,1200RH-99 (DCT-4+)     ,,,
35984201,Nokia,1200RH-99 (DCT-4+)     ,,,
35984300,Samsung,SGH-X460X468    ,,,
35984301,Nokia,1200RH-99 (DCT-4+)     ,,,
35984302,Sony Ericsson,T303i Ericsson ,,,
35984401,Nokia,1200RH-99 (DCT-4+)     ,,,
35984501,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35984600,LG,MG210,,,
35984601,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35984701,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35984800,OPTION,NV Fusion+  HSDPA   ,,,
35984801,Nokia,6500cRM-397 (BB5)     ,,,
35984901,Nokia,6120c-1RM-243 (BB5)     ,,,
35984916,OPTION,NV option FUSION  0    ,,,
35985001,Nokia,6120c-1RM-243 (BB5)     ,,,
35985100,SonyEricsson,W800i,,,
35985200,Samsung,ElectronicsSGH-D520 D528     ,,,
35985300,Simcom,SIM300CZ,,,
35985303,Huawei,E1752USB Modem     ,,,
35985600,Samsung,SGH-T509,,,
35985803,LG,ElectronicsKP500 Go     ,,,
35986600,LG,MG220c,,,
35986702,Samsung,S7220,,,
35986802,Samsung,SGH-U808,,,
35987001,Motorola,V3,,,
35987002,Samsung,SGH-B270,,,
35987200,Samsung,SGH-X820X828    ,,,
35987202,Mextel,K7+,,,
35987300,i-Mobile,iDEAL,,,
35987400,Samsung,SGH-Z620,,,
35987403,Sony Ericsson,J10i2 Ericsson ,,,
35987702,JXD,J-11,,,
35988102,HP,un2420,,,
35988200,Samsung,SGH-E900E908    ,,,
35988300,Research in Motion Ltd,Blackberry 8707v/g ,,,
35988400,Research in Motion Ltd,Blackberry 8707v ,,,
35988500,Research in Motion Ltd,Blackberry 7130g ,,,
35988501,Sony Ericsson,S500c Ericsson ,,,
35988600,Research in Motion Ltd,Blackberry 7130g ,,,
35988601,Sony Ericsson,W580c Ericsson ,,,
35989400,Samsung,SGH-E380,,,
35989900,BenQ,CoLtd AL21a     ,,,
35990000,BenQ,CoLtd AL21a     ,,,
35990700,CECT,V718,,,
35990802,XKSSTEL,X7,,,
35990803,Alcatel,OT108x,,,
35990902,iON,mp1821,,,
35991000,Samsung,SGH-X680,,,
35991301,Samsung,SGH-J700,,,
35991401,Samsung,SGH-M610,,,
35991501,Samsung,SGH-U600,,,
35991602,Dream,D100,,,
35991700,Telsda,T-638,,,
35991702,Dream,E500,,,
35991802,Dream,T600,,,
35991902,Dream,P800,,,
35992002,Dream,N9000,,,
35992102,Dream,R1000,,,
35992202,Dream,L300,,,
35992302,Dream,K700,,,
35992303,Samsung,SGH-T469,,,
35992400,Venko,Talento,,,
35992402,Dream,M70,,,
35992502,Dream,D709,,,
35992503,Samsung,i5800,,,
35992602,Ying,Xin,,,
35992702,SigmÂ¡Ã¤tel,T33x,,,
35992903,LG,ElectronicsGD510 Pop     ,,,
35993103,LG,GM205,,,
35993202,Samsung,S5600,,,
35993203,LG,GS155,,,
35993300,BenQ-Siemens,EF71,,,
35993303,LG,GS101,,,
35993700,Samsung,SGH-D500,,,
35993802,iDoor/Peaktel,K239+,,,
35993900,Samsung,SGH-X640,,,
35994000,Samsung,SGH-Z550,,,
35994100,Samsung,SGH-I320,,,
35994101,Nec,NTTDocomo N906i FOMA    ,,,
35994103,ZTE,F930,,,
35994200,Samsung,SGH-Z560Telstra SGH-A701     ,,,
35994203,LG,GD510N,,,
35994402,LG,ElectronicsKU990 Viewty     ,,,
35994503,Huawei,E1550,,,
35994700,Fly,2040i,,,
35994702,Smart,S-88,,,
35995400,Doubao,888,,,
35995602,Samsung,S7350,,,
35995702,Samsung,S7350,,,
35995902,Samsung,SGH-ZV60,,,
35996101,LG,ElectronicsKP100    ,,,
35996601,Alcatel,OneTouch E101     ,,,
35996800,LG,ElectronicsMG810 Black Zafiro    ,,,
35996802,SigmÂ¡Ã¤tel,U99,,,
35996900,Samsung,SGH-Z540Z548    ,,,
35997102,Smart,S-777,,,
35997901,HP,iPAQVoice Messenger     ,,,
35998001,LG,KM500,,,
35998402,Samsung,S8300v,,,
35998502,Simoco,SM1100,,,
35998600,Sony Ericsson,K300a Ericsson K300i ,,,
35998700,Sony Ericsson,K300a Ericsson K300i ,,,
35998800,Sony Ericsson,W300a Ericsson W300i ,,,
35998803,Orkia,OrkiaOM-76    ,,,
35998900,Sagem,SagemMyH-10L    ,,,
35998901,Sony Ericsson,W908c Ericsson variant for China ,,,
35998903,Orkia,OrkiaOM-77    ,,,
35999000,Nec,(UK)N344i N355i     ,,,
35999001,Sierra,WirelessMC8785    ,,,
35999003,Orkia,OrkiaOM-78    ,,,
35999100,Sagem,my800X,,,
35999101,Sierra,WirelessAirCard 885E     ,,,
35999201,Sierra,WirelessCompass  885    ,,,
35999301,Palm,Treo500v    ,,,
35999401,Samsung,SGH-G808,,,
35999702,iDoor/Peaktel,iDoor/PeaktelK888    ,,,
35999802,iDoor/Peaktel,iDoor/PeaktelK258+    ,,,
35999902,iDoor/Peaktel,iDoor/PeaktelE888    ,,,
36001600,Siemens,AGSL42 LAG     ,,,
36069700,Nokia,6510NPM-9    ,,,
36367102,Samsung,SGH-C260,,,
36399903,LG,GB102,,,
36654303,Blackberry,9700,,,
36766401,Nokia,1600RH-64 (DCT-4) maybe erroneous   ,,,
37534000,Nokia,8800eArte Fake TAC of a chinese faked 8800e   ,,,
41701000,Siemens,AGS55    ,,,
42200000,Philips,PR653PR653 (OEM Nokia)    ,,,
44000000,BenQ,MobileGmbH & Co. OHG Prototype    ,,,
44000100,BenQ,MobileGmbH & Co. OHG Prototype    ,,,
44004000,Nokia,5140,,,
44010000,Benq-Siemens,Prototype,,,
44010100,Nokia,PrototypeSeries 6220c N95    ,,,
44010200,Motorola,Q9h,,,
44010700,Sony Ericsson,Prototype Ericsson ,,,
44010900,LG,ElectronicsPrototype Series     ,,,
44191900,Siemens,AGC35i    ,,,
44194500,Siemens,AGM35    ,,,
44235100,Orbitel,MobileComms Ltd  900   ,,,
44235119,Orbitel,MobileComms Ltd  900   ,,,
44239800,Panasonic,EU1000,,,
44239887,Panasonic,MobileCommunications Co Ltd  EU  1000  ,,,
44242400,Ericsson,SwedenHotline GM120     ,,,
44245000,Orbitel,MobileComms Ltd Mobiltelefon  334    ,,,
44250200,Orbitel,MobileComms Ltd Lisa  9010    ,,,
44253800,Samyang,ElectronicsCo Ltd T100    ,,,
44262700,Orbitel,MobileComms Ltd MPU-921-D    ,,,
44262800,Orbitel,MobileComms Ltd MPU-931-F    ,,,
44262900,Orbitel,MobileComms Ltd TMU-901-UK    ,,,
44262919,Orbitel,MobileComms Ltd  901   ,,,
44271500,Panasonic,EU1100,,,
44271600,Motorola,MicroTACInternational  5080    ,,,
44274200,Motorola,MicroTACInternational  5200    ,,,
44274207,Motorola,INTERN5200     ,,,
44274240,Motorola,INTERN5200     ,,,
44275500,Siemens,AGunknown S24859-C3100-A11     ,,,
44276800,Mercury,PersonalComms M200 One-2-One OEM Siemens    ,,,
44279500,Motorola,StornoCD520    ,,,
44279600,Motorola,StornoCD508    ,,,
44281200,Motorola,M300,,,
44282300,Motorola,TMN5200,,,
44282400,Motorola,TMN5080,,,
44282900,Motorola,Pinball& M300 One2One    ,,,
44282940,Nokia,8210,,,
44283000,Motorola,D2Privat  4012    ,,,
44284100,Panasonic,EU2000,,,
44284187,Panasonic,MobileCommunications Co Ltd  EU  2000  ,,,
44284400,Panasonic,VodafoneModel GSM50     ,,,
44285300,Motorola,Arthur2Watt    ,,,
44285400,Bosch,TelecomBosch Cartel SC 2G2   ,,,
44285407,Bosch,TelecomCARTEL SC     ,,,
44287500,Motorola,SIPGSM    ,,,
44288200,Nec,G1MP5J1A1/G1    ,,,
44288300,Motorola,International7200     ,,,
44288307,Motorola,INTERN7200     ,,,
44288340,Motorola,INTERN7200     ,,,
44290600,Motorola,Arthur0.8  Watt     ,,,
44291000,Motorola,StetHellas    ,,,
44293100,Orbitel,MobileComms Ltd Orbitel  902  Pocket Phone   ,,,
44293119,Orbitel,MobileComms Ltd PPU  902    ,,,
44293300,Motorola,FranceTelecom 0.8W     ,,,
44293400,Motorola,FranceTelecom Lisa P9026    ,,,
44298900,Nokia,2140NHK-1XA PT11 (DCT-1)    ,,,
44298921,Nokia,8210,,,
44299600,Motorola,SIPGSM    ,,,
44299700,Motorola,D1Telekom  529    ,,,
44299800,Motorola,D2Privat  4013    ,,,
44299900,Motorola,FranceTelecom Lisa P9220    ,,,
44300300,Motorola,PioneerPCC-D710    ,,,
44300400,Motorola,PioneerPCC-D700    ,,,
44300407,Pioneer,PCC0  D  700   ,,,
44300500,Motorola,Pioneer0.8W Thick     ,,,
44300600,Motorola,PL08TK,,,
44300700,Motorola,PL20TK,,,
44300800,Motorola,PL20TN,,,
44300900,Motorola,BL20TN,,,
44301000,Motorola,NA08TK,,,
44301100,Motorola,NA20TK,,,
44301200,Motorola,NA20TN,,,
44301207,Motorola,NA20TN    ,,,
44301300,Motorola,Roadstar7090     ,,,
44301400,Motorola,Roadstar7095     ,,,
44301500,Orbitel,MobileComms Ltd TPD-901-UK    ,,,
44302200,Motorola,CartelSC 0.8G1.0     ,,,
44302300,Motorola,BoschCartel SL Bosch Cartel 2G1 2G2   ,,,
44302307,Bosch,TelecomCARTEL SL     ,,,
44302600,Motorola,StornoCD720    ,,,
44302700,Motorola,StetHellas    ,,,
44303300,Panasonic,TBKModel Euro     ,,,
44305000,Motorola,M301one2one OEM     ,,,
44307000,Motorola,MR1,,,
44322500,Motorola,EM1PT9 PT9-S Germany Eplus   ,,,
44333500,Motorola,SIPEuro Gold     ,,,
44334700,Dancall,TelecomM-600    ,,,
44344100,Motorola,6200Surf/Flare DCS DE: Eplus Atlanta    ,,,
44357400,Dancall,TelecomHP2614    ,,,
44359800,Motorola,PioneerPCC-L100    ,,,
44379700,Dancall,TelecomAudiovox PCN680     ,,,
44383600,Dancall,TelecomHP2631    ,,,
44389200,Motorola,FlarePlus    ,,,
44395400,Motorola,M750MP1-1A11    ,,,
44399600,Siemens,AGS6DCS S24859-C3600     ,,,
44399637,Siemens,AGB615    ,,,
44399651,Siemens,AGB615    ,,,
44404200,Motorola,B310(Surf DCS) MP1-1B11    ,,,
44404207,Motorola,Graphite,,,
44404240,Motorola,Graphite,,,
44404241,Motorola,Graphite,,,
44404267,Motorola,Graphite,,,
44404280,Motorola,Graphite,,,
44404900,Motorola,StarTAC80  MP1-1E11     ,,,
44404907,Motorola,Startac,,,
44404940,Motorola,Startac,,,
44404967,Motorola,Startac,,,
44404969,Motorola,Startac,,,
44404980,Motorola,Startac,,,
44405300,Motorola,PCN780MP1-1C11    ,,,
44407100,Dancall,TelecomHP2618    ,,,
44409700,Philips,SparkPCN TCD-415     ,,,
44410200,Motorola,B310(Surf DCS) MP1-1B11    ,,,
44421500,Siemens,AGS6 S24859-C3650     ,,,
44423600,Philips,TwistTCD  408    ,,,
44423606,Philips,B715,,,
44423650,Philips,B715,,,
44423651,Philips,B715,,,
44423652,Philips,B715,,,
44423669,Philips,B715,,,
44455400,Motorola,StornoCD330    ,,,
44455500,Motorola,BoschCartel S 2G2.0    ,,,
44455566,Bosch,TelecomCARTEL S     ,,,
44455600,Motorola,International3300     ,,,
44455607,Motorola,INTERN3300     ,,,
44478800,Motorola,International8200     ,,,
44478807,Motorola,INTERN8200     ,,,
44478840,Motorola,INTERN8200     ,,,
44478900,Motorola,StornoCD820    ,,,
44485800,Panasonic,G300,,,
44485887,Panasonic,MobileCommunications Co Ltd  G  300  ,,,
44497600,Panasonic,D1Club    ,,,
44500000,Motorola,International2200     ,,,
44500007,Motorola,Int.22002500     ,,,
44505000,Bosch,TelecomBosch MCom  714   ,,,
44505007,Bosch,TelecomM  0  COM  714    ,,,
44505100,Motorola,6200Flare Classic     ,,,
44505106,Motorola,FLARE,,,
44505107,Motorola,FLARE,,,
44505140,Motorola,FLARE,,,
44512600,Pioneer,PCC-D500     ,,,
44512607,Pioneer,PPCD500    ,,,
44512700,Bosch,TelecomBosch MCom  214   ,,,
44512707,Bosch,TelecomM  0  COM  214    ,,,
44519900,Siemens,AGS4 S4Power S24859-C2550    ,,,
44519944,Siemens,AG S4     ,,,
44519945,Siemens,AG S4     ,,,
44519946,Siemens,AG S4     ,,,
44519951,Siemens,AG S4     ,,,
44520000,Siemens,AGSony CMD-X1000     ,,,
44520051,Sony,CM  0  DX  1000    ,,,
44520052,Sony,CM  0  DX  1000    ,,,
44522900,Siemens,AGS3com S3plus S24859-2700    ,,,
44522944,Siemens,AG S3 COM    ,,,
44522951,Siemens,AG S3 COM    ,,,
44525400,Motorola,International7500  INTL  7500   ,,,
44525407,Motorola,7500,,,
44525440,Motorola,7500,,,
44525441,Motorola,7500,,,
44533700,Dancall,TelecomAudiovox GSM650     ,,,
44533800,Dancall,TelecomHP2703    ,,,
44533900,Dancall,TelecomHP2701    ,,,
44534000,Dancall,TelecomSGH-100    ,,,
44534067,Dancall,TelecomSGH  0 100   ,,,
44546800,Motorola,TX770,,,
44546807,Motorola,ROADSTAR7110     ,,,
44546900,Motorola,PioneerPCC-D715    ,,,
44546907,Pioneer,PCCD715    ,,,
44548400,Dancall,TelecomHP2611    ,,,
44548500,Dancall,TelecomHP2612    ,,,
44548600,Dancall,TelecomHP2613    ,,,
44552500,Motorola,Roadstar7085     ,,,
44556400,Panasonic,G400,,,
44556487,Panasonic,MobileCommunications Co Ltd  G  400  ,,,
44556900,Panasonic,G400,,,
44567900,Orbitel,MobileComms Ltd Pocketphone    ,,,
44567919,Orbitel,MobileComms Ltd PPU  905    ,,,
44570700,Telular,CorporationPhonecell SX     ,,,
44573700,OKI,GT1,,,
44573800,Dancall,TelecomHP  2711    ,,,
44573867,Dancall,TelecomHP  2711    ,,,
44575700,Dancall,TelecomM-200    ,,,
44575767,Dancall,TelecomSFR M  0 200    ,,,
44575800,Dancall,TelecomM-100    ,,,
44576500,Dancall,TelecomHP2713    ,,,
44576600,Dancall,TelecomAudiovox GSM680     ,,,
44577800,Siemens,AGM1    ,,,
44578800,Siemens,AGM1 S24859-C4000     ,,,
44578851,Siemens,AG M1 S24859-C4000    ,,,
44580900,Motorola,Handset3910  Carkit  3910  AT&T   ,,,
44582800,Dancall,TelecomD1  519    ,,,
44582900,Dancall,TelecomHP2717    ,,,
44584100,Nec,MP5J1C1,,,
44600600,Orbitel,MobileComms Ltd NEC Pocket Max    ,,,
44600700,Orbitel,MobileComms Ltd  5903  EUROCOM   ,,,
44601900,Orbitel,MobileComms Ltd  907  Data   ,,,
44601919,Orbitel,MobileComms Ltd PPU  907  D    ,,,
44602000,Motorola,BoschMCom  235    ,,,
44605700,Motorola,8200E,,,
44607200,Motorola,International8400     ,,,
44607207,Motorola,8400,,,
44607240,Motorola,8400,,,
44607267,Motorola,8400,,,
44607280,Motorola,8400,,,
44611500,Panasonic,MicrolinGSM    ,,,
44611600,Panasonic,BTRoamer  700    ,,,
44614500,Siemens,AGS10 active S30880-S1200    ,,,
44615700,Panasonic,G350,,,
44615787,Panasonic,MobileCommunications Co Ltd  G  350  ,,,
44615800,Motorola,8500Asian  8200  with  8700  display    ,,,
44618000,Nec,MP5JIC2,,,
44618079,NEC,CorporationINCONNU    ,,,
44620300,Motorola,StarTAC80  MP1-1E11     ,,,
44620307,Motorola,Startac,,,
44620308,Motorola,Startac,,,
44620318,Motorola,Startac,,,
44620340,Motorola,Startac,,,
44620367,Motorola,Startac,,,
44620368,Motorola,Startac,,,
44620369,Motorola,Startac,,,
44620380,Motorola,Startac,,,
44620381,Motorola,Startac,,,
44620382,Motorola,Startac,,,
44620500,Motorola,8200C,,,
44632000,Orbitel,MobileComms Ltd Eurocom  5903    ,,,
44632100,Orbitel,MobileComms Ltd BT Roamer  400   ,,,
44640200,Bosch,TelecomBosch MCom 206/216    ,,,
44640207,Bosch,TelecomM-COM  206    ,,,
44648300,Dancall,TelecomHP  2731    ,,,
44648367,Dancall,TelecomHP  2731    ,,,
44649100,Philips,FizzTCD  310    ,,,
44649150,Philips,FIZZ    ,,,
44651100,Bosch,TelecomBosch MCom  406   ,,,
44651107,Bosch,TelecomM-COM  406    ,,,
44659200,Panasonic,G500Series    ,,,
44659282,Panasonic,MobileCommunications Co Ltd  G  500  ,,,
44659287,Panasonic,MobileCommunications Co Ltd  G  500  ,,,
44659291,Panasonic,MobileCommunications Co Ltd  G  500  ,,,
44659292,Panasonic,MobileCommunications Co Ltd  G  500  ,,,
44660100,Bosch,TelecomBosch MCom 706/716    ,,,
44660107,Bosch,TelecomM-COM  706    ,,,
44662000,Motorola,International8700     ,,,
44662007,Motorola,8700,,,
44662008,Motorola,8700,,,
44662018,Motorola,8700,,,
44662040,Motorola,8700,,,
44662041,Motorola,8700,,,
44662042,Motorola,8700,,,
44662067,Motorola,8700,,,
44662069,Motorola,8700,,,
44662080,Motorola,8700,,,
44663800,Philips,FizzTCD 312/5P     ,,,
44663850,Philips,FIZZ    ,,,
44663851,Philips,FIZZ    ,,,
44663900,Philips,FizzTCD 312/2P     ,,,
44663950,Philips,FIZZ    ,,,
44663951,Philips,FIZZ    ,,,
44663952,Philips,FIZZ    ,,,
44666200,Motorola,International2700  BMW / Mercedes   ,,,
44666207,Motorola,Int.2700,,,
44666208,Motorola,Int.2700,,,
44666240,Motorola,Int.2700,,,
44666267,Motorola,Int.2700,,,
44666280,Motorola,Int.2700,,,
44666900,Nec,MP5JIDI-1A,,,
44671300,Philips,FizzTCD 312/3P     ,,,
44671350,Philips,FIZZ    ,,,
44671351,Philips,FIZZ    ,,,
44671400,Philips,FizzTCD 312/4P     ,,,
44671450,Philips,FIZZ    ,,,
44671500,Philips,TCD312/6P,,,
44671600,Philips,TCD312/7P,,,
44672300,Motorola,International6300  Telefonica     ,,,
44678800,Nec,G9MP5J1G1    ,,,
44678879,NEC,CorporationINCONNU    ,,,
44679000,Motorola,6700d460 MG1-4A11     ,,,
44679007,Motorola,D460,,,
44679008,Motorola,D460,,,
44679040,Motorola,D460,,,
44679041,Motorola,D460,,,
44679067,Motorola,D460,,,
44679080,Motorola,D460,,,
44679200,Benefon,OYGamma    ,,,
44680800,Motorola,GC87,,,
44684000,Bosch,TelecomBosch MCom  506  OEM Motorola d460   ,,,
44684007,Bosch,TelecomM-COM  506    ,,,
44687300,Philips,SparkTCD315    ,,,
44687306,Philips,TCD315,,,
44687350,Philips,TCD315,,,
44687351,Philips,TCD315,,,
44687369,Philips,TCD315,,,
44688600,Telit,MobileTerminals V125     ,,,
44691100,Philips,TCD312/3K,,,
44691200,Philips,TCD312/6D,,,
44691900,Siemens,AGS6 S24859-C2600     ,,,
44691937,Siemens,AG S6     ,,,
44691951,Siemens,AG S6     ,,,
44691952,Siemens,AG S6     ,,,
44691953,Siemens,AG S6     ,,,
44692000,Siemens,AGS6 S24859-C2650     ,,,
44695400,Motorola,GC87CAsian language     ,,,
44695500,Orbitel,MobileComms Ltd Ericsson GO188   ,,,
44695519,Orbitel,MobileComms Ltd GO188    ,,,
44700800,Philips,AlphatelGSM  5550    ,,,
